1,4.17,1.0,1541098803891
2,9.76,1.0,1541098803900
3,11.10,1.0,1541098803906
4,12.16,1.0,1541098803911
5,14.71,1.0,1541098803918
6,15.72,1.0,1541098803923
7,17.56,1.0,1541098803927
8,20.00,1.0,1541098803932
9,21.00,1.0,1541098803935
10,22.00,0.825,1541098803941
11,24.00,0.975,1541098803946
12,26.00,0.925,1541098803950
13,27.00,0.125,1541098803953
14,30.00,0.4,1541098803956
15,31.00,0.3,1541098803960
16,32.00,0.55,1541098803963
17,32.00,0.325,1541098803967
18,35.00,0.2,1541098803970
19,37.00,0.2,1541098803972
20,39.00,0.325,1541098803976
21,39.00,0.375,1541098803979
22,40.00,0.225,1541098803982
23,42.00,0.175,1541098803984
24,42.27,0.175,1541098803987
25,41.87,0.175,1541098803989
26,41.43,0.175,1541098803991
27,41.31,0.0,1541098803993
28,41.21,0.0,1541098803995
29,41.14,0.0,1541098803997
30,41.01,0.0,1541098803999
31,40.83,0.0,1541098804000
32,40.76,0.0,1541098804002
33,40.69,0.0,1541098804004
34,40.76,0.0,1541098804005
35,40.00,0.0,1541098804007
36,40.00,0.0,1541098804008
37,40.00,0.0,1541098804010
38,40.00,0.0,1541098804012
39,40.00,0.0,1541098804013
40,40.00,0.0,1541098804014
41,40.00,0.0,1541098804016
42,40.00,0.0,1541098804017
43,40.00,0.0,1541098804019
44,40.00,0.0,1541098804021
45,39.00,0.0,1541098804022
46,39.85,0.0,1541098804024
47,39.61,0.0,1541098804025
48,39.41,0.0,1541098804027
49,39.27,0.0,1541098804028
50,39.22,0.0,1541098804033
51,37.80,0.675,1541098804037
52,38.57,1.0,1541098804040
53,39.37,0.225,1541098804044
54,41.22,0.225,1541098804047
55,42.32,0.1,1541098804050
56,43.53,0.0,1541098804053
57,45.65,0.0,1541098804055
58,46.70,0.0,1541098804057
59,47.81,0.2,1541098804061
60,48.93,0.275,1541098804064
61,50.11,0.25,1541098804067
62,52.41,0.25,1541098804071
63,53.58,0.2,1541098804073
64,54.66,0.175,1541098804076
65,55.85,0.175,1541098804078
66,56.99,0.35,1541098804082
67,57.54,0.35,1541098804086
68,57.70,0.35,1541098804089
69,58.30,0.325,1541098804092
70,58.00,0.275,1541098804095
71,59.00,0.275,1541098804097
72,59.00,0.25,1541098804100
73,59.00,0.175,1541098804103
74,60.00,0.05,1541098804105
75,60.00,0.175,1541098804107
76,60.00,0.125,1541098804109
77,61.00,0.025,1541098804112
78,62.00,0.025,1541098804113
79,62.00,0.025,1541098804115
80,62.00,0.025,1541098804118
81,62.00,0.1,1541098804120
82,62.00,0.2,1541098804122
83,62.16,0.125,1541098804125
84,61.61,0.025,1541098804127
85,61.59,0.025,1541098804129
86,60.98,0.0,1541098804131
87,61.00,0.05,1541098804133
88,60.69,0.075,1541098804136
89,60.68,0.125,1541098804138
90,60.72,0.25,1541098804140
91,60.28,0.025,1541098804142
92,60.31,0.0,1541098804144
93,60.05,0.0,1541098804145
94,59.90,0.025,1541098804147
95,59.56,0.025,1541098804149
96,59.62,0.2,1541098804150
97,59.21,0.125,1541098804152
98,58.93,0.125,1541098804154
99,58.88,0.0,1541098804156
100,58.60,0.0,1541098804158
101,58.00,0.025,1541098804159
102,58.00,0.025,1541098804161
103,58.00,0.175,1541098804163
104,57.00,0.15,1541098804165
105,57.00,0.075,1541098804167
106,57.00,0.0,1541098804168
107,57.00,0.0,1541098804170
108,57.00,0.0,1541098804171
109,57.00,0.05,1541098804173
110,56.00,0.25,1541098804175
111,56.89,0.1,1541098804177
112,56.70,0.025,1541098804179
113,56.76,0.0,1541098804181
114,56.60,0.0,1541098804183
115,56.54,0.0,1541098804184
116,56.58,0.0,1541098804185
117,56.20,0.0,1541098804187
118,56.27,0.15,1541098804189
119,56.28,0.0,1541098804190
120,56.53,0.0,1541098804192
121,56.65,0.0,1541098804194
122,56.83,0.0,1541098804195
123,56.93,0.0,1541098804197
124,56.78,0.0,1541098804198
125,56.58,0.125,1541098804200
126,56.63,0.0,1541098804213
127,56.68,0.0,1541098804214
128,56.60,0.0,1541098804216
129,56.47,0.0,1541098804217
130,56.34,0.0,1541098804218
131,56.52,0.0,1541098804220
132,56.84,0.05,1541098804221
133,56.93,0.0,1541098804223
134,57.03,0.025,1541098804224
135,57.38,0.025,1541098804225
136,57.73,0.0,1541098804226
137,57.60,0.0,1541098804227
138,57.40,0.0,1541098804228
139,57.45,0.0,1541098804229
140,57.58,0.0,1541098804231
141,57.47,0.0,1541098804232
142,57.29,0.0,1541098804233
143,57.00,0.0,1541098804234
144,57.00,0.0,1541098804235
145,57.00,0.025,1541098804237
146,57.00,0.0,1541098804238
147,56.00,0.025,1541098804239
148,57.00,0.025,1541098804241
149,57.00,0.0,1541098804242
150,57.00,0.0,1541098804243
151,57.00,0.0,1541098804244
152,57.00,0.025,1541098804245
153,57.00,0.0,1541098804246
154,57.00,0.0,1541098804247
155,57.00,0.0,1541098804248
156,57.00,0.025,1541098804249
157,57.00,0.0,1541098804250
158,57.00,0.0,1541098804252
159,57.00,0.0,1541098804253
160,57.00,0.025,1541098804254
161,56.00,0.075,1541098804255
162,57.00,0.0,1541098804256
163,57.00,0.0,1541098804257
164,56.00,0.025,1541098804258
165,56.00,0.025,1541098804260
166,56.00,0.0,1541098804261
167,56.00,0.05,1541098804262
168,56.00,0.0,1541098804263
169,56.00,0.0,1541098804264
170,56.00,0.0,1541098804265
171,56.00,0.0,1541098804266
172,56.00,0.0,1541098804267
173,56.00,0.0,1541098804268
174,56.00,0.0,1541098804269
175,56.57,0.0,1541098804270
176,56.44,0.0,1541098804272
177,56.34,0.0,1541098804273
178,56.38,0.0,1541098804274
179,56.28,0.0,1541098804275
180,56.16,0.0,1541098804276
181,56.26,0.0,1541098804277
182,56.07,0.0,1541098804278
183,56.16,0.0,1541098804279
184,56.11,0.0,1541098804280
185,55.97,0.0,1541098804281
186,55.83,0.0,1541098804282
187,55.90,0.025,1541098804283
188,55.72,0.025,1541098804284
189,55.61,0.0,1541098804285
190,55.73,0.0,1541098804286
191,56.09,0.0,1541098804288
192,56.42,0.0,1541098804289
193,56.55,0.0,1541098804290
194,56.58,0.0,1541098804291
195,56.61,0.0,1541098804293
196,56.68,0.0,1541098804294
197,56.65,0.0,1541098804295
198,56.35,0.0,1541098804296
199,56.45,0.0,1541098804297
200,56.51,0.0,1541098804298
201,56.36,0.0,1541098804299
202,56.00,0.025,1541098804300
203,56.00,0.025,1541098804301
204,56.00,0.0,1541098804302
205,56.00,0.0,1541098804304
206,55.00,0.0,1541098804305
207,55.00,0.0,1541098804306
208,55.00,0.0,1541098804309
209,55.00,0.025,1541098804310
210,55.00,0.025,1541098804311
211,55.00,0.0,1541098804312
212,55.00,0.0,1541098804313
213,55.00,0.0,1541098804314
214,55.00,0.0,1541098804315
215,55.00,0.0,1541098804316
216,55.00,0.025,1541098804317
217,55.00,0.025,1541098804318
218,55.35,0.0,1541098804319
219,55.28,0.0,1541098804320
220,55.22,0.0,1541098804321
221,55.23,0.0,1541098804322
222,55.19,0.075,1541098804324
223,55.19,0.0,1541098804325
224,55.25,0.0,1541098804326
225,54.97,0.025,1541098804327
226,54.83,0.0,1541098804328
227,54.85,0.0,1541098804329
228,54.91,0.0,1541098804330
229,54.74,0.0,1541098804331
230,54.59,0.05,1541098804332
231,54.48,0.0,1541098804333
232,54.54,0.025,1541098804334
233,54.65,0.0,1541098804335
234,54.67,0.0,1541098804337
235,54.39,0.0,1541098804338
236,54.37,0.0,1541098804339
237,54.47,0.05,1541098804340
238,54.49,0.0,1541098804341
239,54.39,0.025,1541098804342
240,54.26,0.025,1541098804343
241,54.05,0.0,1541098804344
242,54.15,0.025,1541098804345
243,53.00,0.0,1541098804346
244,54.00,0.0,1541098804347
245,53.00,0.0,1541098804349
246,53.00,0.0,1541098804350
247,54.00,0.05,1541098804351
248,54.00,0.0,1541098804352
249,55.00,0.0,1541098804353
250,55.00,0.0,1541098804354
251,55.00,0.0,1541098804355
252,55.00,0.0,1541098804356
253,56.00,0.0,1541098804357
254,57.00,0.0,1541098804358
255,57.00,0.0,1541098804360
256,58.00,0.0,1541098804361
257,59.00,0.0,1541098804362
258,59.73,0.0,1541098804363
259,60.00,0.0,1541098804364
260,60.25,0.0,1541098804365
261,60.38,0.0,1541098804366
262,61.12,0.0,1541098804367
263,61.25,0.025,1541098804368
264,61.77,0.0,1541098804369
265,62.06,0.0,1541098804370
266,62.22,0.0,1541098804371
267,62.79,0.0,1541098804375
268,62.98,0.0,1541098804376
269,63.19,0.0,1541098804377
270,63.71,0.0,1541098804378
271,63.82,0.0,1541098804379
272,64.21,0.0,1541098804380
273,64.49,0.0,1541098804381
274,64.49,0.0,1541098804382
275,65.03,0.075,1541098804384
276,65.12,0.025,1541098804385
277,65.42,0.05,1541098804386
278,65.74,0.075,1541098804388
279,65.80,0.05,1541098804389
280,66.31,0.025,1541098804390
281,66.18,0.05,1541098804391
282,66.63,0.025,1541098804392
283,66.77,0.05,1541098804393
284,67.21,0.0,1541098804395
285,67.00,0.0,1541098804396
286,67.00,0.05,1541098804397
287,67.00,0.0,1541098804398
288,68.00,0.0,1541098804399
289,68.00,0.025,1541098804400
290,68.00,0.025,1541098804401
291,68.00,0.0,1541098804402
292,68.00,0.0,1541098804404
293,68.00,0.0,1541098804405
294,67.00,0.0,1541098804406
295,68.00,0.0,1541098804407
296,67.00,0.0,1541098804408
297,67.00,0.025,1541098804409
298,67.00,0.0,1541098804410
299,67.00,0.0,1541098804411
300,67.00,0.025,1541098804412
301,68.00,0.0,1541098804413
302,68.00,0.0,1541098804414
303,68.00,0.0,1541098804415
304,68.00,0.0,1541098804416
305,68.00,0.0,1541098804418
306,67.00,0.0,1541098804419
307,67.00,0.0,1541098804420
308,68.00,0.0,1541098804421
309,67.00,0.0,1541098804422
310,67.54,0.0,1541098804423
311,67.80,0.0,1541098804424
312,67.33,0.0,1541098804425
313,67.40,0.0,1541098804426
314,67.23,0.0,1541098804427
315,67.19,0.0,1541098804428
316,67.14,0.0,1541098804429
317,67.09,0.0,1541098804430
318,67.02,0.0,1541098804431
319,66.87,0.0,1541098804433
320,66.70,0.0,1541098804436
321,66.74,0.0,1541098804439
322,66.58,0.0,1541098804442
323,67.10,0.0,1541098804445
324,67.04,0.0,1541098804448
325,67.33,0.0,1541098804451
326,67.54,0.0,1541098804454
327,67.79,0.0,1541098804457
328,67.99,0.0,1541098804460
329,68.02,0.0,1541098804462
330,68.38,0.025,1541098804464
331,68.50,0.0,1541098804466
332,68.75,0.0,1541098804478
333,68.82,0.0,1541098804479
334,69.26,0.0,1541098804480
335,69.21,0.0,1541098804481
336,69.61,0.0,1541098804482
337,69.59,0.0,1541098804483
338,69.94,0.0,1541098804484
339,69.94,0.0,1541098804485
340,70.23,0.0,1541098804486
341,70.34,0.0,1541098804487
342,70.55,0.0,1541098804488
343,70.54,0.0,1541098804489
344,70.83,0.0,1541098804490
345,70.91,0.0,1541098804491
346,71.06,0.0,1541098804492
347,71.27,0.0,1541098804493
348,71.73,0.0,1541098804494
349,71.99,0.0,1541098804495
350,71.79,0.0,1541098804496
351,72.14,0.0,1541098804497
352,72.55,0.025,1541098804498
353,72.99,0.0,1541098804499
354,73.41,0.05,1541098804501
355,73.51,0.2,1541098804502
356,73.67,0.175,1541098804504
357,73.95,0.05,1541098804505
358,73.87,0.15,1541098804506
359,74.00,0.175,1541098804508
360,74.00,0.075,1541098804509
361,74.00,0.05,1541098804510
362,74.00,0.1,1541098804511
363,74.00,0.075,1541098804513
364,74.00,0.0,1541098804514
365,74.00,0.025,1541098804515
366,74.00,0.025,1541098804516
367,75.00,0.0,1541098804517
368,75.00,0.0,1541098804518
369,75.00,0.025,1541098804519
370,76.35,0.0,1541098804520
371,76.16,0.0,1541098804521
372,76.74,0.0,1541098804522
373,76.63,0.0,1541098804523
374,77.14,0.025,1541098804524
375,77.21,0.0,1541098804525
376,77.72,0.025,1541098804526
377,77.66,0.025,1541098804527
378,78.07,0.0,1541098804528
379,79.54,0.0,1541098804529
380,79.52,0.0,1541098804530
381,79.89,0.0,1541098804531
382,80.14,0.0,1541098804532
383,80.20,0.0,1541098804533
384,80.47,0.025,1541098804534
385,80.63,0.0,1541098804536
386,81.00,0.0,1541098804537
387,81.00,0.0,1541098804538
388,81.00,0.0,1541098804539
389,81.00,0.0,1541098804540
390,82.00,0.15,1541098804541
391,81.00,0.025,1541098804543
392,81.00,0.0,1541098804544
393,81.00,0.0,1541098804545
394,81.00,0.0,1541098804546
395,81.00,0.0,1541098804547
396,80.00,0.025,1541098804548
397,80.00,0.0,1541098804549
398,80.00,0.025,1541098804550
399,80.00,0.025,1541098804552
400,80.00,0.0,1541098804553
401,80.59,0.0,1541098804554
402,81.09,0.0,1541098804555
403,80.94,0.0,1541098804556
404,80.73,0.0,1541098804557
405,80.73,0.025,1541098804558
406,80.70,0.0,1541098804559
407,80.52,0.0,1541098804560
408,80.65,0.0,1541098804561
409,80.99,0.0,1541098804562
410,80.73,0.0,1541098804563
411,80.45,0.0,1541098804564
412,80.63,0.0,1541098804565
413,80.61,0.0,1541098804566
414,80.76,0.0,1541098804567
415,80.60,0.0,1541098804568
416,80.38,0.0,1541098804569
417,80.55,0.0,1541098804570
418,80.73,0.0,1541098804571
419,80.45,0.0,1541098804572
420,80.53,0.0,1541098804573
421,80.59,0.0,1541098804574
422,80.36,0.0,1541098804575
423,80.00,0.0,1541098804576
424,80.00,0.0,1541098804577
425,80.00,0.0,1541098804578
426,80.00,0.0,1541098804579
427,80.00,0.0,1541098804580
428,80.00,0.0,1541098804581
429,80.00,0.0,1541098804582
430,80.00,0.0,1541098804583
431,80.00,0.0,1541098804584
432,80.00,0.0,1541098804585
433,80.00,0.0,1541098804586
434,80.00,0.0,1541098804587
435,80.00,0.0,1541098804588
436,80.00,0.0,1541098804589
437,80.27,0.0,1541098804590
438,80.09,0.0,1541098804591
439,80.25,0.0,1541098804592
440,80.46,0.0,1541098804593
441,79.97,0.0,1541098804594
442,80.21,0.0,1541098804595
443,80.37,0.0,1541098804596
444,79.96,0.0,1541098804597
445,80.06,0.0,1541098804598
446,80.24,0.0,1541098804599
447,79.96,0.0,1541098804600
448,79.82,0.0,1541098804601
449,79.99,0.0,1541098804602
450,79.98,0.0,1541098804603
451,79.91,0.0,1541098804604
452,80.08,0.0,1541098804605
453,79.89,0.0,1541098804606
454,79.70,0.0,1541098804607
455,79.77,0.0,1541098804608
456,79.47,0.0,1541098804609
457,79.60,0.0,1541098804610
458,79.78,0.0,1541098804611
459,79.54,0.0,1541098804612
460,79.00,0.0,1541098804613
461,79.00,0.0,1541098804614
462,79.00,0.0,1541098804615
463,79.00,0.0,1541098804616
464,79.00,0.0,1541098804617
465,79.00,0.0,1541098804618
466,79.00,0.0,1541098804619
467,79.00,0.0,1541098804620
468,79.00,0.0,1541098804621
469,79.00,0.0,1541098804622
470,79.00,0.0,1541098804623
471,78.00,0.0,1541098804625
472,78.00,0.0,1541098804625
473,79.00,0.0,1541098804627
474,79.00,0.0,1541098804628
475,79.00,0.0,1541098804629
476,78.00,0.0,1541098804630
477,78.12,0.0,1541098804631
478,78.12,0.0,1541098804632
479,77.10,0.0,1541098804633
480,76.58,0.0,1541098804634
481,76.58,0.0,1541098804635
482,76.02,0.0,1541098804636
483,76.28,0.0,1541098804637
484,75.97,0.0,1541098804638
485,75.71,0.0,1541098804639
486,75.80,0.0,1541098804640
487,75.60,0.0,1541098804641
488,75.92,0.0,1541098804642
489,76.24,0.0,1541098804643
490,76.76,0.0,1541098804644
491,76.55,0.0,1541098804645
492,76.65,0.0,1541098804646
493,76.15,0.0,1541098804647
494,75.91,0.0,1541098804648
495,75.57,0.0,1541098804649
496,75.65,0.0,1541098804650
497,75.23,0.0,1541098804651
498,75.18,0.0,1541098804652
499,75.19,0.0,1541098804653
500,76.00,0.0,1541098804654
501,76.00,0.0,1541098804655
502,75.00,0.0,1541098804656
503,75.00,0.0,1541098804657
504,75.30,0.0,1541098804658
505,75.08,0.0,1541098804659
506,75.27,0.0,1541098804660
507,74.95,0.0,1541098804661
508,75.05,0.0,1541098804662
509,75.17,0.0,1541098804663
510,75.64,0.0,1541098804664
511,75.93,0.0,1541098804665
512,76.22,0.0,1541098804667
513,76.47,0.0,1541098804668
514,76.54,0.0,1541098804669
515,76.49,0.0,1541098804670
516,76.80,0.0,1541098804671
517,76.65,0.0,1541098804672
518,76.45,0.0,1541098804673
519,76.66,0.0,1541098804674
520,76.38,0.0,1541098804675
521,76.13,0.0,1541098804676
522,76.00,0.0,1541098804677
523,76.10,0.0,1541098804678
524,75.85,0.0,1541098804679
525,76.00,0.0,1541098804680
526,76.16,0.0,1541098804681
527,75.99,0.0,1541098804682
528,76.66,0.0,1541098804683
529,76.52,0.0,1541098804684
530,76.63,0.0,1541098804685
531,76.24,0.0,1541098804686
532,76.15,0.0,1541098804687
533,76.22,0.0,1541098804688
534,75.93,0.0,1541098804689
535,75.82,0.0,1541098804690
536,75.95,0.0,1541098804691
537,75.61,0.0,1541098804692
538,75.54,0.0,1541098804693
539,75.53,0.0,1541098804694
540,75.17,0.0,1541098804695
541,75.30,0.0,1541098804696
542,75.72,0.0,1541098804697
543,75.65,0.0,1541098804698
544,75.74,0.0,1541098804699
545,76.10,0.0,1541098804700
546,76.03,0.0,1541098804701
547,76.22,0.0,1541098804702
548,76.39,0.0,1541098804703
549,76.00,0.0,1541098804704
550,76.00,0.0,1541098804705
551,76.00,0.0,1541098804706
552,76.00,0.0,1541098804707
553,76.00,0.0,1541098804708
554,76.00,0.0,1541098804710
555,76.00,0.0,1541098804711
556,76.00,0.0,1541098804712
557,76.00,0.0,1541098804713
558,75.00,0.0,1541098804715
559,75.00,0.0,1541098804716
560,75.00,0.0,1541098804717
561,75.00,0.0,1541098804719
562,75.00,0.0,1541098804720
563,75.00,0.0,1541098804721
564,75.00,0.0,1541098804722
565,75.00,0.0,1541098804724
566,75.00,0.0,1541098804725
567,76.00,0.0,1541098804726
568,75.00,0.0,1541098804727
569,75.00,0.0,1541098804729
570,75.00,0.0,1541098804730
571,75.00,0.0,1541098804731
572,75.31,0.0,1541098804733
573,75.71,0.0,1541098804734
574,75.78,0.0,1541098804735
575,76.05,0.0,1541098804736
576,76.01,0.0,1541098804738
577,76.19,0.0,1541098804740
578,76.29,0.0,1541098804742
579,76.16,0.0,1541098804743
580,76.17,0.0,1541098804744
