191,225.4,1537053350482
192,206.23,1537053350582
193,0,1537053350683
194,0,1537053350783
195,0,1537053350883
196,0,1537053350983
197,206.23,1537053351083
198,220.99,1537053351183
199,227.23,1537053351284
200,225.42,1537053351384
201,206.24,1537053351484
202,0,1537053351584
203,0,1537053351685
204,0,1537053351785
205,0,1537053351885
206,220.95,1537053351986
207,227.25,1537053352086
208,225.44,1537053352186
209,206.21,1537053352286
210,0,1537053352386
211,0,1537053352486
212,0,1537053352587
213,0,1537053352687
214,225.47,1537053352787
215,220.94,1537053352887
216,227.33,1537053352987
217,225.46,1537053353087
218,206.21,1537053353188
219,0,1537053353288
220,0,1537053353388
221,0,1537053353488
222,0,1537053353588
223,220.96,1537053353689
224,227.42,1537053353789
225,225.51,1537053353889
226,206.2,1537053353989
227,0,1537053354089
228,0,1537053354189
229,0,1537053354290
230,0,1537053354390
231,220.95,1537053354490
232,227.42,1537053354590
233,225.54,1537053354690
234,206.19,1537053354790
235,0,1537053354891
236,0,1537053354991
237,0,1537053355091
238,0,1537053355191
239,220.98,1537053355291
240,227.34,1537053355392
241,225.62,1537053355492
242,206.25,1537053355592
243,0,1537053355692
244,0,1537053355792
245,0,1537053355892
246,0,1537053355992
247,220.93,1537053356093
248,227.46,1537053356193
249,225.69,1537053356293
250,206.26,1537053356393
251,0,1537053356493
252,0,1537053356593
253,0,1537053356694
254,0,1537053356794
255,220.93,1537053356894
256,227.53,1537053356994
257,225.72,1537053357098
258,206.25,1537053357198
259,0,1537053357298
260,0,1537053357398
261,0,1537053357499
262,0,1537053357600
263,220.91,1537053357700
264,227.56,1537053357800
265,225.78,1537053357900
266,206.23,1537053358000
267,0,1537053358100
268,0,1537053358200
269,0,1537053358301
270,0,1537053358401
271,220.85,1537053358501
272,227.56,1537053358601
273,225.79,1537053358701
274,206.2,1537053358801
275,0,1537053358901
276,0,1537053359002
277,0,1537053359102
278,0,1537053359202
279,220.85,1537053359302
280,227.58,1537053359402
281,225.87,1537053359502
282,206.2,1537053359603
283,0,1537053359703
284,0,1537053359803
285,0,1537053359903
286,0,1537053360003
287,220.84,1537053360103
288,227.58,1537053360204
289,225.88,1537053360304
290,206.2,1537053360404
291,0,1537053360504
292,0,1537053360604
293,0,1537053360704
294,220.82,1537053360804
295,227.6,1537053360905
296,225.88,1537053361005
297,206.19,1537053361105
298,0,1537053361205
299,0,1537053361305
300,0,1537053361405
301,0,1537053361506
302,220.8,1537053361606
303,227.68,1537053361706
304,225.9,1537053361806
305,206.22,1537053361906
306,0,1537053362006
307,0,1537053362107
308,0,1537053362207
309,0,1537053362307
310,220.81,1537053362407
311,227.68,1537053362507
312,225.94,1537053362607
313,206.26,1537053362708
314,0,1537053362808
315,0,1537053362908
316,0,1537053363008
317,0,1537053363108
318,220.84,1537053363209
319,227.62,1537053363309
320,225.96,1537053363409
321,206.27,1537053363509
322,0,1537053363610
323,0,1537053363710
324,0,1537053363810
325,0,1537053363910
326,220.81,1537053364010
327,227.64,1537053364110
328,226.01,1537053364211
329,206.3,1537053364311
330,0,1537053364412
331,0,1537053364512
332,0,1537053364612
333,0,1537053364712
334,220.78,1537053364812
335,227.59,1537053364912
336,226.08,1537053365013
337,206.31,1537053365113
338,0,1537053365213
339,0,1537053365313
340,0,1537053365413
341,0,1537053365513
342,0,1537053365614
343,220.8,1537053365714
344,227.55,1537053365814
345,226.08,1537053365914
346,206.35,1537053366014
347,0,1537053366114
348,0,1537053366214
349,0,1537053366315
350,0,1537053366415
351,220.75,1537053366515
352,227.59,1537053366615
353,226.16,1537053366715
354,206.36,1537053366815
355,0,1537053366916
356,0,1537053367016
357,0,1537053367116
358,0,1537053367216
359,0,1537053367316
360,220.76,1537053367416
361,227.55,1537053367517
362,226.2,1537053367617
363,206.35,1537053367717
364,0,1537053367817
365,0,1537053367917
366,0,1537053368017
367,0,1537053368118
368,220.75,1537053368218
369,227.55,1537053368318
370,226.29,1537053368418
371,206.43,1537053368518
372,0,1537053368619
373,0,1537053368719
374,0,1537053368819
375,0,1537053368920
376,220.76,1537053369020
377,227.62,1537053369120
378,226.38,1537053369220
379,206.46,1537053369320
380,0,1537053369421
381,0,1537053369521
382,0,1537053369621
383,0,1537053369721
384,206.47,1537053369821
385,220.74,1537053369921
386,227.68,1537053370021
387,226.49,1537053370122
388,206.5,1537053370222
389,0,1537053370322
390,0,1537053370422
391,0,1537053370522
392,0,1537053370622
393,220.74,1537053370723
394,227.69,1537053370823
395,226.68,1537053370923
396,206.53,1537053371023
397,0,1537053371123
398,0,1537053371223
399,0,1537053371323
400,0,1537053371423
401,220.7,1537053371523
402,227.71,1537053371624
403,226.75,1537053371724
404,206.58,1537053371824
405,0,1537053371924
406,0,1537053372024
407,0,1537053372124
408,0,1537053372225
409,226.87,1537053372325
410,220.73,1537053372425
411,227.77,1537053372525
412,227.01,1537053372625
413,206.66,1537053372725
414,0,1537053372825
415,0,1537053372926
416,0,1537053373026
417,0,1537053373126
418,220.73,1537053373226
419,227.88,1537053373326
420,227.18,1537053373426
421,206.64,1537053373527
422,0,1537053373627
423,0,1537053373727
424,0,1537053373827
425,0,1537053373927
426,206.65,1537053374027
427,220.72,1537053374127
428,227.91,1537053374228
429,227.26,1537053374328
430,206.67,1537053374429
431,0,1537053374529
432,0,1537053374629
433,0,1537053374729
434,0,1537053374829
435,220.72,1537053374929
436,227.96,1537053375029
437,227.44,1537053375130
438,206.68,1537053375230
439,0,1537053375330
440,0,1537053375430
441,0,1537053375530
442,0,1537053375630
443,220.74,1537053375731
444,228.05,1537053375831
445,227.59,1537053375931
446,206.71,1537053376031
447,0,1537053376131
448,0,1537053376231
449,0,1537053376331
450,0,1537053376432
451,220.78,1537053376532
452,228.1,1537053376632
453,227.72,1537053376732
454,206.7,1537053376832
455,0,1537053376933
456,0,1537053377033
457,0,1537053377133
458,0,1537053377233
459,220.79,1537053377334
460,228.14,1537053377434
461,227.86,1537053377534
462,206.7,1537053377634
463,0,1537053377734
464,0,1537053377834
465,0,1537053377934
466,0,1537053378035
467,206.7,1537053378135
468,220.79,1537053378235
469,228.2,1537053378335
470,227.91,1537053378435
471,206.7,1537053378535
472,0,1537053378636
473,0,1537053378736
474,0,1537053378836
475,0,1537053378936
476,220.82,1537053379036
477,228.26,1537053379136
478,227.96,1537053379236
479,206.68,1537053379337
480,0,1537053379437
481,0,1537053379537
482,0,1537053379637
483,0,1537053379737
484,0,1537053379837
485,220.84,1537053379938
486,228.32,1537053380038
487,228.07,1537053380139
488,206.73,1537053380239
489,0,1537053380339
490,0,1537053380439
491,0,1537053380539
492,0,1537053380639
493,220.85,1537053380740
494,228.38,1537053380840
495,228.2,1537053380940
496,206.75,1537053381040
497,0,1537053381140
498,0,1537053381240
499,0,1537053381340
500,0,1537053381441
501,220.84,1537053381541
502,228.49,1537053381641
503,228.24,1537053381741
504,206.81,1537053381841
505,0,1537053381941
506,0,1537053382042
507,0,1537053382142
508,0,1537053382242
509,228.29,1537053382342
510,220.87,1537053382442
511,228.63,1537053382542
512,228.37,1537053382642
513,206.85,1537053382743
514,0,1537053382843
515,0,1537053382943
516,0,1537053383043
517,0,1537053383143
518,220.87,1537053383243
519,228.69,1537053383343
520,228.52,1537053383443
521,206.85,1537053383543
522,0,1537053383643
523,0,1537053383744
524,0,1537053383844
525,0,1537053383944
526,220.91,1537053384044
527,228.78,1537053384144
528,228.53,1537053384244
529,206.86,1537053384344
530,0,1537053384444
531,0,1537053384545
532,0,1537053384645
533,0,1537053384745
534,220.92,1537053384845
535,228.84,1537053384945
536,228.61,1537053385045
537,206.89,1537053385146
538,0,1537053385246
539,0,1537053385346
540,0,1537053385446
541,0,1537053385546
542,220.92,1537053385646
543,228.97,1537053385747
544,228.65,1537053385847
545,206.86,1537053385947
546,0,1537053386048
547,0,1537053386148
548,0,1537053386248
549,0,1537053386348
550,228.7,1537053386448
551,220.89,1537053386548
552,229.07,1537053386649
553,228.71,1537053386749
554,206.86,1537053386849
555,0,1537053386949
556,0,1537053387049
557,0,1537053387149
558,0,1537053387250
559,0,1537053387350
560,220.9,1537053387450
561,229.09,1537053387550
562,228.81,1537053387650
563,206.9,1537053387750
564,0,1537053387850
565,0,1537053387951
566,0,1537053388051
567,0,1537053388151
568,220.94,1537053388251
569,229.12,1537053388351
570,228.9,1537053388451
571,206.91,1537053388552
572,0,1537053388652
573,0,1537053388752
574,0,1537053388852
575,0,1537053388952
576,0,1537053389052
577,220.94,1537053389152
578,229.18,1537053389253
579,228.99,1537053389353
580,206.9,1537053389453
581,0,1537053389554
582,0,1537053389654
583,0,1537053389754
584,220.97,1537053389854
585,229.19,1537053389954
586,229.04,1537053390055
587,206.96,1537053390155
588,0,1537053390255
589,0,1537053390355
590,0,1537053390455
591,0,1537053390555
592,220.97,1537053390655
593,229.26,1537053390756
594,229.08,1537053390856
595,206.99,1537053390956
596,0,1537053391056
597,0,1537053391156
598,0,1537053391257
599,0,1537053391357
600,229.13,1537053391457
601,220.94,1537053391558
602,229.31,1537053391658
603,229.16,1537053391758
604,207,1537053391858
605,0,1537053391958
606,0,1537053392058
607,0,1537053392159
608,0,1537053392259
609,0,1537053392359
610,220.93,1537053392459
611,229.25,1537053392559
612,207.02,1537053392659
613,0,1537053392760
614,0,1537053392860
615,0,1537053392960
616,229.28,1537053393060
617,220.92,1537053393160
618,229.35,1537053393260
619,229.29,1537053393360
620,206.99,1537053393461
621,0,1537053393561
622,0,1537053393661
623,0,1537053393761
624,0,1537053393861
625,220.91,1537053393961
626,229.38,1537053394061
627,229.32,1537053394162
628,207.06,1537053394262
629,0,1537053394362
630,0,1537053394462
631,0,1537053394562
632,0,1537053394662
633,220.86,1537053394762
634,229.38,1537053394863
635,229.34,1537053394963
636,207.13,1537053395063
637,0,1537053395163
638,0,1537053395263
639,0,1537053395363
640,220.85,1537053395464
641,229.4,1537053395564
642,229.38,1537053395664
643,207.16,1537053395764
644,0,1537053395864
645,0,1537053395964
646,0,1537053396065
647,0,1537053396165
648,0,1537053396265
649,220.82,1537053396365
650,229.42,1537053396465
651,229.4,1537053396565
652,207.2,1537053396665
653,0,1537053396766
654,0,1537053396867
655,0,1537053396967
656,0,1537053397067
657,220.78,1537053397167
658,229.51,1537053397267
659,229.41,1537053397367
660,207.27,1537053397467
661,0,1537053397568
662,0,1537053397668
663,0,1537053397768
664,0,1537053397868
665,229.45,1537053397968
666,220.75,1537053398068
667,229.49,1537053398169
668,229.47,1537053398269
669,207.32,1537053398369
670,0,1537053398469
671,0,1537053398569
672,0,1537053398669
673,0,1537053398770
674,220.73,1537053398870
675,229.51,1537053398970
676,229.5,1537053399070
677,207.34,1537053399170
678,0,1537053399270
679,0,1537053399370
680,0,1537053399471
681,0,1537053399571
682,0,1537053399671
683,220.66,1537053399771
684,229.58,1537053399871
685,229.55,1537053399971
686,207.41,1537053400072
687,0,1537053400172
688,0,1537053400272
689,0,1537053400372
690,0,1537053400472
691,220.63,1537053400572
692,229.65,1537053400672
693,229.57,1537053400773
694,207.43,1537053400873
695,0,1537053400973
696,0,1537053401073
697,0,1537053401173
698,0,1537053401273
699,220.62,1537053401374
700,229.65,1537053401474
701,229.64,1537053401574
702,207.44,1537053401674
703,0,1537053401774
704,0,1537053401874
705,0,1537053401974
706,0,1537053402074
707,220.62,1537053402175
708,229.66,1537053402275
709,229.68,1537053402376
710,207.51,1537053402476
711,0,1537053402577
712,0,1537053402677
713,0,1537053402777
714,0,1537053402877
715,220.57,1537053402977
716,229.63,1537053403077
717,229.73,1537053403177
718,207.55,1537053403278
719,0,1537053403378
720,0,1537053403478
721,0,1537053403578
722,0,1537053403678
723,0,1537053403778
724,220.54,1537053403879
725,229.66,1537053403979
726,229.76,1537053404079
727,207.54,1537053404179
728,0,1537053404279
729,0,1537053404379
730,0,1537053404479
731,0,1537053404580
732,229.69,1537053404680
733,220.53,1537053404780
734,229.62,1537053404880
735,229.86,1537053404980
736,207.57,1537053405081
737,0,1537053405181
738,0,1537053405281
739,0,1537053405381
740,0,1537053405481
741,220.5,1537053405581
742,229.57,1537053405681
743,229.87,1537053405782
744,207.62,1537053405882
745,0,1537053405982
746,0,1537053406082
747,0,1537053406182
748,0,1537053406282
749,220.49,1537053406383
750,229.5,1537053406483
751,229.94,1537053406583
752,207.66,1537053406683
753,0,1537053406783
754,0,1537053406883
755,0,1537053406984
756,0,1537053407084
757,220.48,1537053407184
758,229.23,1537053407284
759,229.99,1537053407384
760,207.71,1537053407484
761,0,1537053407584
762,0,1537053407685
763,0,1537053407785
764,0,1537053407885
765,220.48,1537053407985
766,229.2,1537053408086
767,230.03,1537053408186
768,207.79,1537053408286
769,0,1537053408387
770,0,1537053408487
771,0,1537053408587
772,0,1537053408687
773,220.5,1537053408787
774,229.1,1537053408887
775,230.1,1537053408988
776,207.83,1537053409088
777,0,1537053409188
778,0,1537053409288
779,0,1537053409388
780,0,1537053409488
781,220.5,1537053409588
782,228.83,1537053409688
783,230.09,1537053409789
784,207.83,1537053409889
785,0,1537053409989
786,0,1537053410089
787,0,1537053410189
788,0,1537053410289
789,0,1537053410389
790,220.5,1537053410489
791,228.77,1537053410590
792,230.12,1537053410690
793,207.82,1537053410790
794,0,1537053410890
795,0,1537053410990
796,0,1537053411090
797,0,1537053411191
798,0,1537053411291
799,220.53,1537053411391
800,228.68,1537053411491
801,230.14,1537053411591
802,207.86,1537053411691
803,0,1537053411791
804,0,1537053411892
805,0,1537053411992
806,0,1537053412092
807,220.54,1537053412192
808,228.66,1537053412292
809,230.15,1537053412392
810,207.85,1537053412493
811,0,1537053412593
812,0,1537053412693
813,0,1537053412793
814,0,1537053412893
815,220.57,1537053412993
816,228.65,1537053413093
817,230.18,1537053413194
818,207.92,1537053413294
819,0,1537053413394
820,0,1537053413494
821,0,1537053413594
822,0,1537053413694
823,220.56,1537053413795
824,228.61,1537053413896
825,230.14,1537053413996
826,207.95,1537053414096
827,0,1537053414196
828,0,1537053414296
829,0,1537053414396
830,0,1537053414497
831,220.54,1537053414597
832,228.58,1537053414697
833,230.14,1537053414798
834,207.96,1537053414898
835,0,1537053414998
836,0,1537053415098
837,0,1537053415198
838,0,1537053415298
839,220.57,1537053415399
840,228.6,1537053415499
841,230.1,1537053415599
842,208,1537053415699
843,0,1537053415799
844,0,1537053415899
845,0,1537053415999
846,0,1537053416099
847,220.57,1537053416200
848,228.67,1537053416300
849,230.12,1537053416400
850,208.01,1537053416500
851,0,1537053416600
852,0,1537053416700
853,0,1537053416801
854,0,1537053416901
855,220.61,1537053417001
856,228.67,1537053417101
857,230.1,1537053417201
858,208.07,1537053417301
859,0,1537053417401
860,0,1537053417502
861,0,1537053417602
862,0,1537053417702
863,220.61,1537053417802
864,228.65,1537053417902
865,230.13,1537053418002
866,208.09,1537053418103
867,0,1537053418203
868,0,1537053418303
869,0,1537053418403
870,0,1537053418503
871,220.66,1537053418603
872,228.58,1537053418703
873,230.1,1537053418804
874,208.12,1537053418904
875,0,1537053419004
876,0,1537053419104
877,0,1537053419204
878,0,1537053419304
879,208.12,1537053419405
880,220.7,1537053419505
881,228.48,1537053419605
882,230.12,1537053419706
883,208.15,1537053419806
884,0,1537053419906
885,0,1537053420006
886,0,1537053420106
887,0,1537053420206
888,208.17,1537053420306
889,220.72,1537053420407
890,228.49,1537053420507
891,230.1,1537053420607
892,208.2,1537053420707
893,0,1537053420807
894,0,1537053420907
895,0,1537053421008
896,0,1537053421108
897,220.78,1537053421208
898,228.49,1537053421308
899,230.08,1537053421408
900,208.22,1537053421508
901,0,1537053421608
902,0,1537053421709
903,0,1537053421809
904,0,1537053421909
905,220.79,1537053422009
906,228.52,1537053422109
907,230.09,1537053422209
908,208.25,1537053422310
909,0,1537053422410
910,0,1537053422510
911,0,1537053422610
912,0,1537053422710
913,0,1537053422810
914,220.81,1537053422910
915,228.51,1537053423011
916,230.11,1537053423111
917,208.26,1537053423211
918,0,1537053423311
919,0,1537053423411
920,0,1537053423511
921,0,1537053423611
922,0,1537053423712
923,220.86,1537053423812
924,228.46,1537053423912
925,230.13,1537053424012
926,208.3,1537053424112
927,0,1537053424212
928,0,1537053424313
929,0,1537053424413
930,0,1537053424513
931,220.87,1537053424613
932,228.43,1537053424713
933,230.18,1537053424813
934,208.3,1537053424914
935,0,1537053425014
936,0,1537053425114
937,0,1537053425214
938,0,1537053425315
939,228.41,1537053425415
940,220.91,1537053425515
941,228.36,1537053425615
942,230.17,1537053425715
943,208.33,1537053425815
944,0,1537053425915
945,0,1537053426016
946,0,1537053426116
947,0,1537053426216
948,220.89,1537053426316
949,228.32,1537053426416
950,230.2,1537053426516
951,208.35,1537053426617
952,0,1537053426717
953,0,1537053426817
954,0,1537053426917
955,0,1537053427017
956,220.95,1537053427117
957,228.28,1537053427217
958,230.21,1537053427319
959,208.33,1537053427419
960,0,1537053427519
961,0,1537053427620
962,0,1537053427720
963,0,1537053427820
964,220.96,1537053427920
965,228.25,1537053428020
966,230.27,1537053428120
967,208.46,1537053428220
968,0,1537053428321
969,0,1537053428421
970,0,1537053428521
971,0,1537053428621
972,220.97,1537053428721
973,228.27,1537053428821
974,230.26,1537053428922
975,208.54,1537053429022
976,0,1537053429122
977,0,1537053429222
978,0,1537053429322
979,0,1537053429422
980,0,1537053429522
981,221,1537053429623
982,228.28,1537053429723
983,230.27,1537053429823
984,208.58,1537053429923
985,0,1537053430023
986,0,1537053430123
987,0,1537053430224
988,0,1537053430324
989,221.03,1537053430424
990,228.28,1537053430524
991,230.32,1537053430624
992,208.7,1537053430724
993,0,1537053430824
994,0,1537053430925
995,0,1537053431025
996,0,1537053431125
997,221.04,1537053431225
998,228.25,1537053431325
999,230.31,1537053431425
1000,208.81,1537053431525
1001,0,1537053431626
1002,0,1537053431726
1003,0,1537053431826
1004,0,1537053431926
1005,221.07,1537053432026
1006,221.05,1537053432126
1007,228.25,1537053432226
1008,230.37,1537053432327
1009,208.81,1537053432427
1010,0,1537053432527
1011,0,1537053432627
1012,0,1537053432727
1013,0,1537053432827
1014,221.09,1537053432928
1015,228.25,1537053433028
1016,230.36,1537053433128
1017,208.85,1537053433229
1018,0,1537053433329
1019,0,1537053433429
1020,0,1537053433529
1021,0,1537053433629
1022,221.07,1537053433729
1023,228.19,1537053433829
1024,230.37,1537053433930
1025,208.89,1537053434030
1026,0,1537053434130
1027,0,1537053434230
1028,0,1537053434330
1029,0,1537053434430
1030,0,1537053434531
1031,221.11,1537053434631
1032,228.14,1537053434731
1033,230.34,1537053434831
1034,208.91,1537053434931
1035,0,1537053435031
1036,0,1537053435131
1037,0,1537053435232
1038,0,1537053435332
1039,221.17,1537053435432
1040,228.17,1537053435532
1041,230.35,1537053435632
1042,208.89,1537053435732
1043,0,1537053435832
1044,0,1537053435933
1045,0,1537053436033
1046,0,1537053436133
1047,221.21,1537053436233
1048,228.01,1537053436333
1049,230.35,1537053436433
1050,208.91,1537053436534
1051,0,1537053436634
1052,0,1537053436734
1053,0,1537053436834
1054,0,1537053436934
1055,221.24,1537053437034
1056,227.96,1537053437134
1057,230.35,1537053437235
1058,208.89,1537053437335
1059,0,1537053437435
1060,0,1537053437535
1061,0,1537053437635
1062,0,1537053437735
1063,221.28,1537053437836
1064,227.84,1537053437936
1065,230.35,1537053438036
1066,208.9,1537053438136
1067,0,1537053438236
1068,0,1537053438336
1069,0,1537053438436
1070,0,1537053438537
1071,221.31,1537053438638
1072,227.86,1537053438738
1073,230.38,1537053438838
1074,208.97,1537053438938
1075,0,1537053439038
1076,0,1537053439138
1077,0,1537053439239
1078,0,1537053439339
1079,221.37,1537053439439
1080,227.77,1537053439539
1081,230.39,1537053439639
1082,209,1537053439739
1083,0,1537053439839
1084,0,1537053439940
1085,0,1537053440040
1086,0,1537053440141
1087,209.06,1537053440241
1088,221.41,1537053440341
1089,227.7,1537053440441
1090,230.38,1537053440541
1091,209.12,1537053440641
1092,0,1537053440741
1093,0,1537053440842
1094,0,1537053440942
1095,0,1537053441042
1096,221.46,1537053441142
1097,227.72,1537053441242
1098,230.39,1537053441342
1099,209.27,1537053441443
1100,0,1537053441543
1101,0,1537053441643
1102,0,1537053441743
1103,0,1537053441843
1104,221.49,1537053441943
1105,227.68,1537053442043
1106,230.38,1537053442144
1107,209.35,1537053442244
1108,0,1537053442344
1109,0,1537053442444
1110,0,1537053442544
1111,0,1537053442644
1112,221.54,1537053442744
1113,227.61,1537053442845
1114,230.38,1537053442945
1115,209.45,1537053443045
1116,0,1537053443145
1117,0,1537053443245
1118,0,1537053443345
1119,0,1537053443445
1120,221.58,1537053443546
1121,227.48,1537053443646
1122,230.4,1537053443746
1123,209.48,1537053443846
1124,0,1537053443946
1125,0,1537053444046
1126,0,1537053444146
1127,0,1537053444247
1128,221.64,1537053444348
1129,227.48,1537053444448
1130,230.42,1537053444548
1131,209.55,1537053444648
1132,0,1537053444748
1133,0,1537053444848
1134,0,1537053444948
1135,0,1537053445049
1136,221.67,1537053445149
1137,227.55,1537053445249
1138,230.43,1537053445349
1139,209.6,1537053445449
1140,0,1537053445549
1141,0,1537053445649
1142,0,1537053445750
1143,0,1537053445850
1144,221.71,1537053445950
1145,227.55,1537053446050
1146,230.43,1537053446150
1147,209.61,1537053446250
1148,0,1537053446350
1149,0,1537053446451
1150,0,1537053446551
1151,0,1537053446651
1152,221.72,1537053446751
1153,227.52,1537053446851
1154,230.39,1537053446951
1155,209.63,1537053447052
1156,0,1537053447152
1157,0,1537053447252
1158,0,1537053447352
1159,0,1537053447452
1160,221.73,1537053447552
1161,221.75,1537053447653
1162,227.53,1537053447753
1163,230.39,1537053447853
1164,209.66,1537053447953
1165,0,1537053448053
1166,0,1537053448153
1167,0,1537053448254
1168,0,1537053448354
1169,227.54,1537053448454
1170,221.8,1537053448554
1171,227.58,1537053448654
1172,230.39,1537053448754
1173,209.65,1537053448854
1174,0,1537053448955
1175,0,1537053449055
1176,0,1537053449155
1177,0,1537053449255
1178,221.83,1537053449355
1179,227.61,1537053449455
1180,230.39,1537053449555
1181,209.66,1537053449656
1182,0,1537053449756
1183,0,1537053449857
1184,0,1537053449957
1185,0,1537053450057
1186,221.84,1537053450157
1187,227.63,1537053450257
1188,230.4,1537053450357
1189,209.68,1537053450457
1190,0,1537053450558
1191,0,1537053450658
1192,0,1537053450758
1193,0,1537053450858
1194,0,1537053450958
1195,221.85,1537053451058
1196,227.59,1537053451159
1197,230.4,1537053451259
1198,209.73,1537053451359
1199,0,1537053451459
1200,0,1537053451559
1201,0,1537053451659
1202,0,1537053451759
1203,221.87,1537053451860
1204,227.6,1537053451960
1205,230.41,1537053452060
1206,209.74,1537053452160
1207,0,1537053452260
1208,0,1537053452360
1209,0,1537053452461
1210,0,1537053452561
1211,221.87,1537053452661
1212,227.63,1537053452762
1213,230.39,1537053452862
1214,209.75,1537053452962
1215,0,1537053453062
1216,0,1537053453162
1217,0,1537053453262
1218,0,1537053453363
1219,221.89,1537053453463
1220,227.68,1537053453563
1221,230.37,1537053453663
1222,209.78,1537053453763
1223,0,1537053453863
1224,0,1537053453963
1225,0,1537053454064
1226,0,1537053454164
1227,221.86,1537053454264
1228,227.7,1537053454364
1229,230.35,1537053454464
1230,209.86,1537053454564
1231,0,1537053454664
1232,0,1537053454765
1233,0,1537053454865
1234,0,1537053454965
1235,221.86,1537053455065
1236,227.75,1537053455165
1237,230.34,1537053455265
1238,209.88,1537053455366
1239,0,1537053455467
1240,0,1537053455567
1241,0,1537053455667
1242,0,1537053455767
1243,221.84,1537053455867
1244,227.82,1537053455967
1245,230.29,1537053456068
1246,209.93,1537053456168
1247,0,1537053456268
1248,0,1537053456368
1249,0,1537053456468
1250,0,1537053456568
